celltype	emergence_time	key_TF	times_on_this_list	determined_score	edge	edge_weight	gene_ID	TF_family	avg_logFC_1	pct_1_1	pct_2_1	p_val_adj_1	avg_logFC_2	pct_1_2	pct_2_2	p_val_adj_2
Paraxial mesoderm C	7.75	Hoxb4	12	-0.0777860095536831	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000038692	Homeobox	0.464083200446421	0.597	0.082	2.59656393483142e-85	0.250402313859494	0.597	0.311	2.09015628703921e-18
Paraxial mesoderm C	7.75	Hes3	6	-0.145653491588219	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000028946	bHLH	0.316934995737791	0.313	0.018	2.94384515011568e-56	0.321421735964439	0.313	0.013	7.855474106581e-74
Paraxial mesoderm C	7.75	Arid3b	7	-0.163781926743761	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000004661	ARID	0.397847627157149	0.723	0.34	5.60918139118624e-41	0.257169720136885	0.723	0.483	1.32976087808047e-16
Paraxial mesoderm C	7.75	Lin28a	2	-0.180516988852893	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000050966	CSD	0.460336842176322	0.829	0.528	1.68086695068793e-42	0.206304808190402	0.829	0.717	1.27989142335295e-08
Paraxial mesoderm C	7.75	Hoxb7	4	-0.291966566193631	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000038721	Homeobox	0.336101466478407	0.429	0.021	1.65700627248563e-84	0.241654614195283	0.429	0.136	4.53054193421961e-29
Paraxial mesoderm C	7.75	Evx1	4	-0.446863154368554	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000005503	Homeobox	0.227925251140167	0.577	0.373	7.19609170045054e-09	0.246140729676112	0.577	0.351	2.85157683542574e-12
Paraxial mesoderm C	7.75	Foxb1	9	-0.568499073457043	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000059246	Fork_head	0.260604979282897	0.41	0.157	6.2735868533659e-18	0.168234605307899	0.41	0.199	2.1916346408095e-09
Paraxial mesoderm C	7.75	Rarg	4	-0.575272337663968	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000001288	THR-like	0.270286305570781	0.448	0.135	6.32888475882355e-31	0.158454166044466	0.448	0.249	4.09548429493974e-08
Paraxial mesoderm C	7.75	Hoxa3	11	-0.580142421489021	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000079560	Homeobox	0.237196823437891	0.339	0.055	5.50730721551279e-38	0.17914729567321	0.339	0.13	6.65456252027547e-15
Paraxial mesoderm C	7.75	Tlx2	2	-0.586019759467616	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000068327	Homeobox	0.220875802572618	0.232	0.007	2.77505662314257e-46	0.187774472963588	0.232	0.036	2.24775363382624e-28
Paraxial mesoderm C	7.75	Hoxa7	6	-0.588900280694652	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000038236	Homeobox	0.294465232351846	0.287	0.009	3.04671694201965e-57	0.135522164217185	0.287	0.158	0.00196275745900674
Paraxial mesoderm C	7.75	Gtf3a	1	-0.659746012205357	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000016503	zf-C2H2	0.155030571709788	0.777	0.682	0.00461388849371425	0.199848191063791	0.777	0.61	5.045948620648e-08
Paraxial mesoderm C	7.75	Hoxc4	14	-0.732339156563941	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000075394	Homeobox	0.197903717450582	0.265	0.014	1.6062134300643e-47	0.137175371942149	0.265	0.097	1.65316633185432e-11
Paraxial mesoderm C	7.75	Klf5	9	-0.761640854727422	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000005148	zf-C2H2	0.183203371946732	0.381	0.142	9.77080277835876e-16	0.134034307084739	0.381	0.195	5.37243673152044e-07
Paraxial mesoderm C	7.75	Lin28b	10	-0.768628228040458	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000063804	CSD	0.176983760903471	0.413	0.2	1.26883236159292e-11	0.135164160406026	0.413	0.264	0.00012256396031402
Paraxial mesoderm C	7.75	Etv5	8	-0.832117386632679	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000013089	ETS	0.106821571853566	0.426	0.287	0.0305300893006942	0.154879074733787	0.426	0.218	1.49891709569578e-10
Paraxial mesoderm C	7.75	Sox2	4	-0.840958778509122	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000074637	HMG	0.125725980379171	0.216	0.054	5.07480378351897e-14	0.137773893264	0.216	0.041	5.22482215416777e-22
Paraxial mesoderm C	7.75	Tox3	11	-0.893188611327945	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000043668	HMG	0.117091488545817	0.226	0.076	8.74393991783163e-10	0.120012894265616	0.226	0.067	2.87122752656177e-13
Paraxial mesoderm C	7.75	Hoxc6	11	-0.937935338394495	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000001661	Homeobox	0.144179444578832	0.177	0	8.4894628670218e-40	0.0809236768966679	0.177	0.074	0.000424504351039507
Paraxial mesoderm C	7.75	Dlx5	5	-0.949516881441895	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000029755	Homeobox	0.104558284849238	0.123	0.01	2.25839069360093e-16	0.103088093707332	0.123	0.011	1.44500900709331e-19
Paraxial mesoderm C	7.75	Zmiz2	1	-1.03969227732198	E7.75:Paraxial mesoderm C_E7.5:Nascent mesoderm	0.691991561181435	ENSMUSG00000041164	zf-MIZ	0.087889956349869	0.165	0.057	1.23071275642471e-05	0.073642449055873	0.165	0.071	0.00293208662867842
Primitive erythroid cells	7.75	Klf1	1	2.18425372255488	E7.75:Primitive erythroid cells_E7.5:Blood progenitors	1	ENSMUSG00000054191	zf-C2H2	0.600592224732521	0.948	0.481	3.49115359642e-75	0.403646128497514	0.948	0.642	5.77827477373377e-64
Primitive erythroid cells	7.75	Ybx3	2	-0.0556821290373876	E7.75:Primitive erythroid cells_E7.5:Blood progenitors	1	ENSMUSG00000030189	CSD	0.266378241914501	0.916	0.822	8.34995613415819e-17	0.105551520112157	0.916	0.863	0.0203877200050652
Primitive erythroid cells	7.75	Hmgb3	7	-0.233231585712172	E7.75:Primitive erythroid cells_E7.5:Blood progenitors	1	ENSMUSG00000015217	HMG	0.202657654708835	0.993	0.973	7.63992920746518e-09	0.106507468208884	0.993	0.988	0.0112417256944056
Primitive erythroid cells	7.75	E2f4	2	-0.297108113047526	E7.75:Primitive erythroid cells_E7.5:Blood progenitors	1	ENSMUSG00000014859	E2F	0.128660213138766	0.861	0.782	0.00210587247437782	0.140577872984835	0.861	0.793	2.18844089884201e-07
Primitive erythroid cells	7.75	Lyar	2	-0.426450730826804	E7.75:Primitive erythroid cells_E7.5:Blood progenitors	1	ENSMUSG00000067367	Others	0.160864440375801	1	1	1.22185260176045e-15	0.0893541569173464	1	1	5.9144321761505e-06
Primitive erythroid cells	7.75	Thra	1	-0.446282262729752	E7.75:Primitive erythroid cells_E7.5:Blood progenitors	1	ENSMUSG00000058756	THR-like	0.133751428033482	0.29	0.083	2.31069537391655e-12	0.102665294404867	0.29	0.13	1.16449271357505e-11
Primitive erythroid cells	7.75	Klf3	3	-0.725498901201236	E7.75:Primitive erythroid cells_E7.5:Blood progenitors	1	ENSMUSG00000029178	zf-C2H2	0.0852749682706322	0.148	0.02	3.93605674776309e-08	0.0700072718852523	0.148	0.042	2.57918919878665e-10
Somatic mesoderm	7.75	Foxf1	5	1.73972296734424	E7.75:Somatic mesoderm_E7.5:Nascent mesoderm	0.921739130434783	ENSMUSG00000042812	Fork_head	0.750703910788728	0.885	0.3	3.54298805300778e-08	0.597722322110744	0.885	0.395	0.000862404171014159
Somatic mesoderm	7.75	Meis1	22	-0.145223209498989	E7.75:Somatic mesoderm_E7.5:Nascent mesoderm	0.921739130434783	ENSMUSG00000020160	Homeobox	0.313240350883086	0.462	0.063	1.00383555000746e-10	0.27323851019294	0.462	0.108	0.000314053131528343
Somatic mesoderm	7.75	Prrx1	14	-0.39053288295277	E7.75:Somatic mesoderm_E7.5:Nascent mesoderm	0.921739130434783	ENSMUSG00000026586	Homeobox	0.259936410605776	0.308	0.017	2.26343979076875e-17	0.228276652302641	0.308	0.059	0.0042639056742912
Somatic mesoderm	7.75	Alx1	6	-0.410414292102327	E7.75:Somatic mesoderm_E7.5:Nascent mesoderm	0.921739130434783	ENSMUSG00000036602	Homeobox	0.247783099679222	0.346	0.045	3.52048327442259e-07	0.230533275070909	0.346	0.063	0.00027523266223792
Somatic mesoderm	7.75	Gli1	1	-0.793552582790154	E7.75:Somatic mesoderm_E7.5:Nascent mesoderm	0.921739130434783	ENSMUSG00000025407	zf-C2H2	0.171968669677775	0.269	0.016	1.05467515474085e-13	0.154705981577689	0.269	0.04	0.000482919257155183
Spinal cord	8	Hoxa1	7	0.602995373399946	E8:Spinal cord_E7.75:Caudal neuroectoderm	0.896825396825397	ENSMUSG00000029844	Homeobox	0.621112912464036	0.993	0.894	7.48765530252487e-24	0.326586972892452	0.993	0.941	3.52562627241908e-06
Spinal cord	8	Mis18bp1	3	0.162021359776952	E8:Spinal cord_E7.75:Caudal neuroectoderm	0.896825396825397	ENSMUSG00000047534	MYB	0.299072133519031	0.8	0.461	5.18808870014698e-10	0.399004698798189	0.8	0.333	1.81822138295185e-21
Spinal cord	8	Cenpa	1	-0.765016733176898	E8:Spinal cord_E7.75:Caudal neuroectoderm	0.896825396825397	ENSMUSG00000029177	Others	0.324792237046195	1	0.942	6.88121920411533e-13	0.24131728144779	1	0.971	1.37398594124039e-07
Amniochorionic mesoderm A	8.25	Hoxb2	10	0.968127734195475	E8.25:Amniochorionic mesoderm A_E8:Amniochorionic mesoderm	0.885777777777778	ENSMUSG00000075588	Homeobox	0.234219653690536	0.861	0.739	3.1153295062764e-12	0.28919576280176	0.861	0.763	9.21756676736632e-10
Amniochorionic mesoderm A	8.25	Foxp1	16	0.935802057754406	E8.25:Amniochorionic mesoderm A_E8:Amniochorionic mesoderm	0.885777777777778	ENSMUSG00000030067	Fork_head	0.262283441032478	0.612	0.333	2.56040470649903e-26	0.258686573802068	0.612	0.321	2.10607605973335e-15
Amniochorionic mesoderm A	8.25	Creb3l1	1	0.69961348718705	E8.25:Amniochorionic mesoderm A_E8:Amniochorionic mesoderm	0.885777777777778	ENSMUSG00000027230	TF_bZIP	0.295292343668298	0.679	0.467	3.04002182400808e-18	0.19569406851127	0.679	0.519	0.00036641896963714
Amniochorionic mesoderm A	8.25	Mef2c	9	0.160610282406894	E8.25:Amniochorionic mesoderm A_E8:Amniochorionic mesoderm	0.885777777777778	ENSMUSG00000005583	SRF	0.164297732367189	0.202	0.093	6.98064963874478e-05	0.243732755923581	0.202	0.032	2.17364088056519e-10
Amniochorionic mesoderm A	8.25	Gata5	5	0.0360926749409277	E8.25:Amniochorionic mesoderm A_E8:Amniochorionic mesoderm	0.885777777777778	ENSMUSG00000015627	zf-GATA	0.180901776353613	0.332	0.193	1.79371099502862e-06	0.211265276343705	0.332	0.175	0.000117686187667004
Amniochorionic mesoderm A	8.25	Hlx	1	-0.257726696044692	E8.25:Amniochorionic mesoderm A_E8:Amniochorionic mesoderm	0.885777777777778	ENSMUSG00000039377	Homeobox	0.125346664362196	0.37	0.209	1.12334346223924e-06	0.222716186348592	0.37	0.094	2.52541343643173e-17
Amniochorionic mesoderm A	8.25	Nr2f2	9	-1.20507652888689	E8.25:Amniochorionic mesoderm A_E8:Amniochorionic mesoderm	0.885777777777778	ENSMUSG00000030551	RXR-like	0.120982800750256	0.244	0.068	2.59566968187033e-17	0.0971844392393944	0.244	0.096	0.000179016089372598
Amniochorionic mesoderm A	8.25	Nkx2-3	2	-1.33744301155317	E8.25:Amniochorionic mesoderm A_E8:Amniochorionic mesoderm	0.885777777777778	ENSMUSG00000044220	Homeobox	0.0888711331987736	0.141	0.048	8.87414766551665e-06	0.108928138212299	0.141	0.02	3.57201893044317e-06
Amniochorionic mesoderm B	8.25	Msx1	17	2.14001169689346	E8.25:Amniochorionic mesoderm B_E8:Amniochorionic mesoderm	0.934551014734501	ENSMUSG00000048450	Homeobox	0.323985447511978	0.946	0.852	1.15638350622274e-17	0.670209712526407	0.946	0.778	1.71751335600854e-50
Amniochorionic mesoderm B	8.25	Pitx2	4	1.24801004323277	E8.25:Amniochorionic mesoderm B_E8:Amniochorionic mesoderm	0.934551014734501	ENSMUSG00000028023	Homeobox	0.308487988432165	0.79	0.587	3.61527552905803e-13	0.421454937451523	0.79	0.603	1.6496457657428e-15
Amniochorionic mesoderm B	8.25	Hoxb6	9	0.951790210732929	E8.25:Amniochorionic mesoderm B_E8:Amniochorionic mesoderm	0.934551014734501	ENSMUSG00000000690	Homeobox	0.240959036281261	0.807	0.633	1.22703173457386e-09	0.458755337227938	0.807	0.5	5.42057068992644e-28
Amniochorionic mesoderm B	8.25	Peg3	22	0.467821258907567	E8.25:Amniochorionic mesoderm B_E8:Amniochorionic mesoderm	0.934551014734501	ENSMUSG00000002265	zf-C2H2	0.256254547495469	0.975	0.935	1.07233650866404e-13	0.278227444351128	0.975	0.922	6.25701938950222e-14
Amniochorionic mesoderm B	8.25	Tsc22d1	13	0.402633255347371	E8.25:Amniochorionic mesoderm B_E8:Amniochorionic mesoderm	0.934551014734501	ENSMUSG00000022010	TSC22	0.26888873029055	0.946	0.912	4.90151594608548e-09	0.233586663033662	0.946	0.931	0.000671713090036279
Amniochorionic mesoderm B	8.25	Hoxb8	8	0.00437624257119446	E8.25:Amniochorionic mesoderm B_E8:Amniochorionic mesoderm	0.934551014734501	ENSMUSG00000056648	Homeobox	0.173865524137887	0.56	0.395	1.76303802391004e-06	0.291872023582086	0.56	0.265	9.42014031786972e-20
Amniochorionic mesoderm B	8.25	Klf6	6	-0.10659496212215	E8.25:Amniochorionic mesoderm B_E8:Amniochorionic mesoderm	0.934551014734501	ENSMUSG00000000078	zf-C2H2	0.197185617068428	0.822	0.716	3.35271207871211e-05	0.212394805308182	0.822	0.755	0.00010464763718453
Amniochorionic mesoderm B	8.25	Cdx4	5	-0.108533623709193	E8.25:Amniochorionic mesoderm B_E8:Amniochorionic mesoderm	0.934551014734501	ENSMUSG00000031326	Homeobox	0.17315958380102	0.247	0.121	5.06360187334779e-05	0.257970864235504	0.247	0.045	2.46095671035125e-16
Amniochorionic mesoderm B	8.25	Jun	6	-0.161132700418659	E8.25:Amniochorionic mesoderm B_E8:Amniochorionic mesoderm	0.934551014734501	ENSMUSG00000052684	TF_bZIP	0.197616141453635	0.57	0.362	4.22098894534491e-08	0.194536915656818	0.57	0.357	2.44180621216964e-06
Amniochorionic mesoderm B	8.25	Twist1	6	-0.29438487025148	E8.25:Amniochorionic mesoderm B_E8:Amniochorionic mesoderm	0.934551014734501	ENSMUSG00000035799	bHLH	0.200314799878098	0.432	0.271	7.61044451644259e-06	0.147739395764145	0.432	0.262	0.000936082599323988
Amniochorionic mesoderm B	8.25	Rarg	4	-0.360593813691377	E8.25:Amniochorionic mesoderm B_E8:Amniochorionic mesoderm	0.934551014734501	ENSMUSG00000001288	THR-like	0.145812507793546	0.553	0.408	0.00233400221005639	0.231825624484473	0.553	0.312	5.93465046076181e-12
Amniochorionic mesoderm B	8.25	Sp5	8	-0.530863302378049	E8.25:Amniochorionic mesoderm B_E8:Amniochorionic mesoderm	0.934551014734501	ENSMUSG00000075304	zf-C2H2	0.123976275876233	0.346	0.218	0.00431758944786226	0.220628335847924	0.346	0.085	2.18313601979042e-19
Amniochorionic mesoderm B	8.25	Prrx1	14	-0.86131494871351	E8.25:Amniochorionic mesoderm B_E8:Amniochorionic mesoderm	0.934551014734501	ENSMUSG00000026586	Homeobox	0.117284675185818	0.195	0.077	9.623319276629e-06	0.13030124551593	0.195	0.054	3.34806249368696e-07
Amniochorionic mesoderm B	8.25	Hoxa5	6	-1.33593508704425	E8.25:Amniochorionic mesoderm B_E8:Amniochorionic mesoderm	0.934551014734501	ENSMUSG00000038253	Homeobox	0.0624240472909855	0.126	0.049	0.0181661545670395	0.0875427216438217	0.126	0.016	1.28838964320979e-07
Amniochorionic mesoderm B	8.25	Hoxd4	13	-1.45528939935662	E8.25:Amniochorionic mesoderm B_E8:Amniochorionic mesoderm	0.934551014734501	ENSMUSG00000101174	Homeobox	0.0538369568522969	0.114	0.036	0.00125466425369312	0.066777858594623	0.114	0.02	4.08059636083659e-05
Forebrain/midbrain	8.25	En1	2	2.63275579749432	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000058665	Homeobox	0.57899240074086	0.412	0.042	3.10870312416554e-137	0.552260315867008	0.412	0.08	5.89267357671745e-79
Forebrain/midbrain	8.25	Hes3	6	2.37667987369379	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000028946	bHLH	0.608557563372676	0.551	0.241	9.07438485423491e-80	0.458867621191699	0.551	0.323	4.06434369017766e-32
Forebrain/midbrain	8.25	Sp5	8	0.385553111785252	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000075304	zf-C2H2	0.296072212707732	0.38	0.173	3.02377487887736e-38	0.215095771966303	0.38	0.235	2.04593590252132e-12
Forebrain/midbrain	8.25	Rax	2	0.349782670965174	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000024518	Homeobox	0.283934307613228	0.204	0.058	7.25834401669455e-32	0.216519254955319	0.204	0.08	5.96827343885126e-14
Forebrain/midbrain	8.25	Lhx2	7	0.0173091884197386	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000000247	Homeobox	0.21434166638402	0.208	0.06	2.70470655451422e-32	0.191304080095042	0.208	0.074	1.04881218651271e-17
Forebrain/midbrain	8.25	Foxb1	9	-0.00427378159327574	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000059246	Fork_head	0.297168960021883	0.537	0.288	4.18008871188849e-47	0.111979017536972	0.537	0.396	8.63636039028407e-07
Forebrain/midbrain	8.25	Pax2	5	-0.147130618609559	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000004231	PAX	0.178066443857765	0.35	0.135	1.54891697612533e-40	0.180482715346571	0.35	0.138	1.15995051705474e-30
Forebrain/midbrain	8.25	Otx1	1	-0.165010504031041	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000005917	TF_Otx	0.180472624799736	0.224	0.028	9.79319180033497e-61	0.173657726849743	0.224	0.034	1.56387781390645e-38
Forebrain/midbrain	8.25	Zfp503	9	-0.186789988459077	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000039081	Others	0.223351239709514	0.31	0.047	2.89377986846744e-80	0.129813151112786	0.31	0.138	1.05465100114627e-18
Forebrain/midbrain	8.25	Fezf1	3	-0.22941048555651	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000029697	zf-C2H2	0.185048340234467	0.221	0.046	2.86703330441405e-43	0.152714011490126	0.221	0.083	1.13265936514724e-16
Forebrain/midbrain	8.25	Lhx5	4	-0.281833557359373	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000029595	Homeobox	0.205563002047885	0.402	0.217	1.70209695973809e-25	0.120731703676473	0.402	0.275	2.63875711596558e-06
Forebrain/midbrain	8.25	Zfp36l1	11	-0.406626400088319	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000021127	zf-CCCH	0.18489303290223	0.583	0.388	1.05304323931862e-24	0.106418570535866	0.583	0.475	0.000324935182797485
Forebrain/midbrain	8.25	Pax6	5	-0.54226297097485	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000027168	PAX	0.150880072753367	0.224	0.059	6.56261232535764e-37	0.101131994536621	0.224	0.119	1.40535821325106e-07
Forebrain/midbrain	8.25	Emx2	5	-0.569058733826718	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000043969	Homeobox	0.120388331673996	0.156	0.014	2.77641141459782e-44	0.121231642448505	0.156	0.017	2.64768023215632e-28
Forebrain/midbrain	8.25	Tox3	11	-0.719315087734266	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000043668	HMG	0.138120343059585	0.311	0.124	7.15363354026069e-31	0.066090356416187	0.311	0.204	0.000590340431045305
Forebrain/midbrain	8.25	Sall2	2	-0.797290369750774	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000049532	zf-C2H2	0.0931747829994784	0.387	0.255	3.59183721389403e-10	0.0856359150886621	0.387	0.266	4.37350649522352e-06
Forebrain/midbrain	8.25	Sp8	2	-0.827682279737409	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000048562	zf-C2H2	0.0922583664224967	0.231	0.101	4.52961988339401e-17	0.0784878169253194	0.231	0.129	1.14758289350047e-06
Forebrain/midbrain	8.25	Zbtb16	11	-0.885395864637104	E8.25:Forebrain/midbrain_E8:Rostral neuroectoderm	0.987645923234159	ENSMUSG00000066687	ZBTB	0.0979547589307641	0.166	0.02	9.73774630366932e-43	0.0582992752808849	0.166	0.081	7.74132686154344e-06
Hindbrain	8.25	Hoxb2	10	2.68820909701465	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000075588	Homeobox	0.535275711735955	0.451	0.104	5.84164463092603e-89	0.582646195701415	0.451	0.043	3.03303462622229e-136
Hindbrain	8.25	Meis2	25	1.8436084384677	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000027210	Homeobox	0.356291862811637	0.797	0.55	4.79978536116622e-47	0.569462933219603	0.797	0.452	3.36493206803898e-106
Hindbrain	8.25	Hoxa1	7	1.09876135187312	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000029844	Homeobox	0.243547267405526	0.271	0.179	0.000276247275110018	0.501203922143508	0.271	0.041	6.48117839334077e-61
Hindbrain	8.25	Irx2	4	0.875190659857048	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000001504	Homeobox	0.345520104158308	0.391	0.113	2.54521036659515e-58	0.310171679833016	0.391	0.161	8.45500073250492e-38
Hindbrain	8.25	Hmga2	15	0.693078667451191	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000056758	HMGA	0.419439382330455	0.808	0.539	8.69783259969807e-68	0.166046311218788	0.808	0.775	5.48898328790553e-08
Hindbrain	8.25	Hoxb1	4	0.692587291168665	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000018973	Homeobox	0.285927474731541	0.314	0.082	1.1998252878781e-46	0.333561138380132	0.314	0.031	2.75542162545003e-85
Hindbrain	8.25	Hoxa2	3	0.652572371885883	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000014704	Homeobox	0.296740237496208	0.26	0.036	1.4796950047197e-59	0.308710569970305	0.26	0.022	3.66046389822387e-73
Hindbrain	8.25	Egr2	1	0.651956505004989	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000037868	zf-C2H2	0.30153778819129	0.207	0.045	5.97659642598791e-34	0.302512702256895	0.207	0.047	5.24036231699485e-33
Hindbrain	8.25	Foxb1	9	0.407829671450094	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000059246	Fork_head	0.358277958762977	0.57	0.288	2.56282096548728e-43	0.162488948352416	0.57	0.43	1.69224204589353e-06
Hindbrain	8.25	Foxa2	5	0.218622928245152	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000037025	Fork_head	0.244836468180263	0.166	0.042	6.55353014038235e-22	0.251637102982886	0.166	0.044	5.89790255155362e-21
Hindbrain	8.25	Sox4	13	0.0965423563388673	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000076431	HMG	0.319033203861828	0.932	0.84	1.25743193649177e-37	0.124075060728514	0.932	0.919	0.00938478080998118
Hindbrain	8.25	Sox21	1	0.00222151310684021	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000061517	HMG	0.295676495987411	0.413	0.103	8.24685580567765e-69	0.126832920724937	0.413	0.286	5.65352672516273e-07
Hindbrain	8.25	Arid3b	7	-0.0725206973264496	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000004661	ARID	0.21570011282078	0.494	0.288	2.60952953908751e-24	0.206204693726543	0.494	0.323	3.81883840896827e-19
Hindbrain	8.25	Hes1	6	-0.19124551722029	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000022528	bHLH	0.186102965894889	0.659	0.577	3.73043374178593e-05	0.209923823626022	0.659	0.576	1.24655563726725e-07
Hindbrain	8.25	Meis3	2	-0.200286620047795	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000041420	Homeobox	0.204043186430476	0.416	0.231	1.63085555217726e-20	0.184848960835139	0.416	0.267	7.79493073255898e-14
Hindbrain	8.25	Nkx6-1	7	-0.419343682758453	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000035187	Homeobox	0.200242584662657	0.225	0.062	1.52187311873563e-28	0.127909844996006	0.225	0.15	0.0284111679757649
Hindbrain	8.25	Hmg20b	3	-0.496907949505784	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000020232	HMG	0.161197359994972	0.563	0.454	3.07276722126994e-07	0.155088626193717	0.563	0.499	8.87727155824929e-05
Hindbrain	8.25	Gbx2	6	-0.502109356827057	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000034486	Homeobox	0.118611344163494	0.33	0.175	5.55612822881131e-12	0.207099323723371	0.33	0.091	7.79501631861849e-44
Hindbrain	8.25	Meis1	22	-0.524012499892414	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000020160	Homeobox	0.158442409880377	0.195	0.025	1.27637598372218e-43	0.150912314855233	0.195	0.044	2.23926102466909e-30
Hindbrain	8.25	Mycl	2	-0.527497043961111	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000028654	bHLH	0.19609161586581	0.382	0.151	2.33430396614903e-33	0.102653896106067	0.382	0.285	0.000752024304168539
Hindbrain	8.25	Prrx2	8	-0.532010492331039	E8.25:Hindbrain_E8:Rostral neuroectoderm	0.750742060682989	ENSMUSG00000039476	Homeobox	0.18152432540192	0.275	0.072	4.63560302881803e-39	0.119674794612694	0.275	0.16	1.82964847411852e-08
