celltype	emergence_time	key_TF	times_on_this_list	determined_score	edge	edge_weight	TF_family	avg_logFC_1	pct_1_1	pct_2_1	p_val_adj_1	avg_logFC_2	pct_1_2	pct_2_2	p_val_adj_2
marginal zone	hpfS10	lhx1	6	0.418303962337293	S10:marginal zone_S8:blastula	0.953867616264938	Homeobox	1.21558170666907	0.413	0.087	3.1875833560926e-81	0.620214723642849	0.413	0.166	3.12208704343075e-91
marginal zone	hpfS10	foxa4	4	0.251128058244558	S10:marginal zone_S8:blastula	0.953867616264938	Fork_head	0.753285959036425	0.579	0.289	7.51404449164629e-51	0.948547793632028	0.579	0.213	2.02172174139391e-179
marginal zone	hpfS10	sp5l	3	0.0286540791145991	S10:marginal zone_S8:blastula	0.953867616264938	zf-C2H2	0.576154191926312	0.906	0.736	6.28933614604927e-76	0.921358142845083	0.906	0.685	5.7594417462726e-270
marginal zone	hpfS10	hoxd1	1	-0.191981754328924	S10:marginal zone_S8:blastula	0.953867616264938	Homeobox	0.860109283302538	0.228	0.012	1.37971136766756e-55	0.40744210647984	0.228	0.136	7.96038017304006e-17
marginal zone	hpfS10	snai1	6	-0.285815544933743	S10:marginal zone_S8:blastula	0.953867616264938	zf-C2H2	0.471600904120975	0.311	0.145	4.04568893028504e-22	0.728430419104968	0.311	0.107	9.01896240547967e-92
marginal zone	hpfS10	sebox	3	-0.293572845549643	S10:marginal zone_S8:blastula	0.953867616264938	Homeobox	0.601209177421221	0.193	0.03	2.29588193458952e-33	0.583624491762491	0.193	0.052	6.1452208096005e-63
marginal zone	hpfS10	t2	2	-0.297629715967038	S10:marginal zone_S8:blastula	0.953867616264938	T-box	0.605721527983979	0.159	0.003	3.37996127252206e-39	0.574925950158148	0.159	0.019	2.10369526413266e-92
marginal zone	hpfS10	cdx4	4	-0.320471280952113	S10:marginal zone_S8:blastula	0.953867616264938	Homeobox	0.690834370621271	0.186	0.011	1.59628596251118e-42	0.462693455353377	0.186	0.089	2.01416496559542e-25
marginal zone	hpfS10	irx3	6	-0.503959509898687	S10:marginal zone_S8:blastula	0.953867616264938	Homeobox	0.57650624551622	0.142	0.014	1.42883595782468e-27	0.406616350474114	0.142	0.079	2.79453926255874e-11
marginal zone	hpfS10	cdx2	3	-0.772068837388415	S10:marginal zone_S8:blastula	0.953867616264938	Homeobox	0.41970892123	0.149	0.031	3.95384065295837e-21	0.313811137215013	0.149	0.086	4.56062941762054e-11
marginal zone	hpfS10	foxb1	1	-0.848563949158682	S10:marginal zone_S8:blastula	0.953867616264938	Fork_head	0.368962145168049	0.16	0.043	7.47766740888996e-18	0.293700392702118	0.16	0.091	2.42182148260969e-12
marginal zone	hpfS10	nfe2l1	1	-1.01901639785932	S10:marginal zone_S8:blastula	0.953867616264938	TF_bZIP	0.472022934376849	0.196	0.042	6.4738912199616e-29	0.0198983813487631	0.196	0.301	4.94890924590705e-06
marginal zone	hpfS10	znf605	1	-1.16674853207151	S10:marginal zone_S8:blastula	0.953867616264938	zf-C2H2	0.287722340084876	0.273	0.164	2.91325085478982e-08	0.0724853410781608	0.273	0.38	0.0493640486092533
marginal zone	hpfS10	yeats4	1	-1.18098076213435	S10:marginal zone_S8:blastula	0.953867616264938	Others	0.308442779630798	0.33	0.227	9.07818417297886e-06	0.036788230155739	0.33	0.495	1.10183571712234e-09
marginal zone	hpfS10	znf706	1	-1.21326774828751	S10:marginal zone_S8:blastula	0.953867616264938	Others	0.15910739570844	0.833	0.696	1.9037442519815e-07	0.163821615247609	0.833	0.909	0.00453256038866197
marginal zone	hpfS10	h3f3b	1	-1.29890180934094	S10:marginal zone_S8:blastula	0.953867616264938	Others	0.232638606102059	0.474	0.35	4.65101556927181e-07	0.0032178315225786	0.474	0.625	0.000876690614026778
ciliated epidermal progenitor	hpfS11	foxj1	6	1.82163932707003	S11:ciliated epidermal progenitor_S10:ectoderm	0.91944325064323	Fork_head	2.65941993966384	0.628	0.091	0	2.52902362829173	0.628	0.02	0
ciliated epidermal progenitor	hpfS11	foxj1	6	1.82163932707003	S11:ciliated epidermal progenitor_S10:ectoderm	0.91944325064323	Fork_head	2.65941993966384	0.628	0.091	0	2.52902362829173	0.628	0.02	0
ciliated epidermal progenitor	hpfS11	myb	4	1.3848787963129	S11:ciliated epidermal progenitor_S10:ectoderm	0.91944325064323	MYB	2.31803444139136	0.525	0.123	2.09620348249875e-261	2.26463587499601	0.525	0.023	0
ciliated epidermal progenitor	hpfS11	foxn4	5	0.783158254949865	S11:ciliated epidermal progenitor_S10:ectoderm	0.91944325064323	Fork_head	1.89299535961825	0.343	0.029	1.28930960563905e-221	1.84757038055401	0.343	0.007	0
ciliated epidermal progenitor	hpfS11	klf5	3	0.752626730925988	S11:ciliated epidermal progenitor_S10:ectoderm	0.91944325064323	zf-C2H2	2.08251737040487	0.595	0.231	8.95574626606302e-236	1.58018692297573	0.595	0.13	0
ciliated epidermal progenitor	hpfS11	grhl3	4	0.539571190116027	S11:ciliated epidermal progenitor_S10:ectoderm	0.91944325064323	CP2	2.33022342895114	0.492	0.036	0	0.968035549954523	0.492	0.176	1.76061074269954e-172
ciliated epidermal progenitor	hpfS11	rfx2	2	-0.0609819293813543	S11:ciliated epidermal progenitor_S10:ectoderm	0.91944325064323	RFX	1.3668484842713	0.533	0.493	3.07750293485303e-61	1.18067542682626	0.533	0.173	1.70457108379627e-234
ciliated epidermal progenitor	hpfS11	id2	9	-0.314711880374668	S11:ciliated epidermal progenitor_S10:ectoderm	0.91944325064323	bHLH	1.42141157259886	0.281	0.136	1.0492360410699e-48	0.732107429422716	0.281	0.116	8.14210902740245e-65
ciliated epidermal progenitor	hpfS11	gata2	14	-0.324187416015879	S11:ciliated epidermal progenitor_S10:ectoderm	0.91944325064323	zf-GATA	1.94548771979952	0.697	0.371	1.61448255260766e-252	0.106431193651249	0.697	0.469	1.85591880368011e-24
ciliated epidermal progenitor	hpfS11	grhl1	3	-0.410170607702747	S11:ciliated epidermal progenitor_S10:ectoderm	0.91944325064323	CP2	1.1159883153347	0.232	0.208	0.000993914807071223	0.943547456886924	0.232	0.06	1.07483479401802e-109
ciliated epidermal progenitor	hpfS11	fos	2	-0.470386493746909	S11:ciliated epidermal progenitor_S10:ectoderm	0.91944325064323	TF_bZIP	1.30010656220978	0.183	0.028	6.91356344932156e-84	0.637434175402397	0.183	0.073	2.70364645468861e-41
ciliated epidermal progenitor	hpfS11	e2f7	1	-0.600076823656063	S11:ciliated epidermal progenitor_S10:ectoderm	0.91944325064323	E2F	0.923428547728849	0.128	0.082	1.8256916014811e-05	0.880056908775665	0.128	0.016	3.74943489676233e-117
ciliated epidermal progenitor	hpfS11	znf750	4	-0.689385582141255	S11:ciliated epidermal progenitor_S10:ectoderm	0.91944325064323	Others	1.01084102630286	0.136	0.036	1.82536333671229e-38	0.642609072089577	0.136	0.038	1.32454251539409e-54
ciliated epidermal progenitor	hpfS11	tfap2c	10	-1.00302355695435	S11:ciliated epidermal progenitor_S10:ectoderm	0.91944325064323	AP-2	1.04243569391319	0.657	0.673	3.33526197661975e-83	0.129948179630228	0.657	0.537	1.14975587512727e-06
ciliated epidermal progenitor	hpfS11	six4	2	-1.40895000940159	S11:ciliated epidermal progenitor_S10:ectoderm	0.91944325064323	Homeobox	0.42309333989378	0.109	0.253	1.50295778737079e-15	0.236556462411234	0.109	0.074	0.0419380052347525
endoderm	hpfS11	sox17a	1	2.08427004426299	S11:endoderm_S10:marginal zone	0.771180669049367	HMG	2.24861027119275	0.581	0.043	4.96014078200519e-238	1.46465725558167	0.581	0.091	1.21860835289478e-168
endoderm	hpfS11	gata4	3	1.70178797429857	S11:endoderm_S10:marginal zone	0.771180669049367	zf-GATA	1.63888994308334	0.443	0.118	2.21419606328083e-104	1.57887664159544	0.443	0.06	1.81593339709762e-131
endoderm	hpfS11	foxa1	5	1.21402374660178	S11:endoderm_S10:marginal zone	0.771180669049367	Fork_head	1.53129034381225	0.307	0.034	1.20014910395205e-94	1.24072319852155	0.307	0.043	1.17265919461937e-80
endoderm	hpfS11	id2	9	0.211491690734479	S11:endoderm_S10:marginal zone	0.771180669049367	bHLH	1.12686891668465	0.231	0.073	5.66814729695238e-35	0.678042318489441	0.231	0.077	1.10743012455497e-26
endoderm	hpfS11	osr1	1	-0.0222987746421684	S11:endoderm_S10:marginal zone	0.771180669049367	zf-C2H2	0.77001941656386	0.107	0.024	9.53823062606458e-18	0.736419873548235	0.107	0.011	4.00120007634572e-27
endoderm	hpfS11	gata5	4	-0.0315279014433557	S11:endoderm_S10:marginal zone	0.771180669049367	zf-GATA	0.784471242245939	0.115	0.026	4.32833699332994e-19	0.718114784065729	0.115	0.017	6.96828543036037e-25
endoderm	hpfS11	ovol2	3	-0.0554317056783856	S11:endoderm_S10:marginal zone	0.771180669049367	zf-C2H2	0.690260948282365	0.126	0.069	0.000147101619040526	0.765769800067299	0.126	0.017	4.1867459766928e-29
endoderm	hpfS11	gata2	14	-0.0820418644400075	S11:endoderm_S10:marginal zone	0.771180669049367	zf-GATA	1.05513528298303	0.484	0.29	3.2385369952976e-45	0.47958491455612	0.484	0.23	1.35295265570882e-31
endoderm	hpfS11	rreb1	4	-0.218515221855755	S11:endoderm_S10:marginal zone	0.771180669049367	zf-C2H2	0.936963643679547	0.249	0.156	1.19441067472858e-12	0.448569411262819	0.249	0.116	2.54452046942616e-14
endoderm	hpfS11	csde1	1	-0.328126990796673	S11:endoderm_S10:marginal zone	0.771180669049367	CSD	0.813576543565156	0.335	0.315	3.09210610824934e-05	0.444221932310556	0.335	0.194	4.7838002924813e-13
endoderm	hpfS11	e2f3	1	-0.702842896544256	S11:endoderm_S10:marginal zone	0.771180669049367	E2F	0.584770680843071	0.368	0.361	0.00302741821528907	0.289981426020792	0.368	0.249	1.37233942939469e-05
endoderm	hpfS11	crx	5	-0.830740748627389	S11:endoderm_S10:marginal zone	0.771180669049367	TF_Otx	0.506185873304552	0.303	0.254	0.00560879828541138	0.237689195508568	0.303	0.181	4.01238731990742e-07
endoderm	hpfS11	sp1	2	-0.895616819024557	S11:endoderm_S10:marginal zone	0.771180669049367	zf-C2H2	0.236529977036719	0.184	0.319	0.0215316353113205	0.377111898533154	0.184	0.095	4.31610092748795e-07
endoderm	hpfS11	42Sp43	1	-0.90137332505364	S11:endoderm_S10:marginal zone	0.771180669049367	zf-C2H2	0.204140190471999	0.105	0.191	0.0332852696178714	0.395594627886167	0.105	0.039	1.06973964468381e-07
endoderm	hpfS11	irf6	6	-1.14305720779163	S11:endoderm_S10:marginal zone	0.771180669049367	IRF	0.0133197510766976	0.256	0.477	8.02392888744251e-08	0.327342886874214	0.256	0.154	1.72944949600581e-06
endoderm	hpfS11	irf6	6	-1.14305720779163	S11:endoderm_S10:marginal zone	0.771180669049367	IRF	0.0133197510766976	0.256	0.477	8.02392888744251e-08	0.327342886874214	0.256	0.154	1.72944949600581e-06
goblet cell	hpfS11	grhl3	4	1.29981129395313	S11:goblet cell_S10:ectoderm	0.981790584116455	CP2	2.48338433999534	0.572	0.036	0	1.06127301512489	0.572	0.188	2.10238061403781e-148
goblet cell	hpfS11	xbp1	4	1.20029792932001	S11:goblet cell_S10:ectoderm	0.981790584116455	TF_bZIP	1.90016455580592	0.513	0.213	3.3357533701884e-117	1.41665248375278	0.513	0.113	1.44847335952223e-234
goblet cell	hpfS11	klf17	6	0.868441677012743	S11:goblet cell_S10:ectoderm	0.981790584116455	zf-C2H2	1.78270050253114	0.601	0.32	3.43464871291711e-123	1.18553601272948	0.601	0.182	4.8472085298237e-190
goblet cell	hpfS11	znf750	4	0.707342414069409	S11:goblet cell_S10:ectoderm	0.981790584116455	Others	1.53788859537617	0.281	0.036	5.04899216137223e-124	1.21887295194287	0.281	0.032	5.36507759556719e-215
goblet cell	hpfS11	gata2	14	0.250121638142718	S11:goblet cell_S10:ectoderm	0.981790584116455	zf-GATA	2.13773439554082	0.725	0.371	6.96327909169618e-194	0.310160856055286	0.725	0.48	6.1208926117337e-29
goblet cell	hpfS11	dlx5	6	-0.340028267368709	S11:goblet cell_S10:ectoderm	0.981790584116455	Homeobox	1.19024625819381	0.271	0.158	1.126916482781e-20	0.471555987625304	0.271	0.132	1.27673126893128e-22
goblet cell	hpfS11	atf4	7	-0.419249602504845	S11:goblet cell_S10:ectoderm	0.981790584116455	TF_bZIP	1.15874965325931	0.394	0.373	5.47965211331e-12	0.419061269675313	0.394	0.233	2.76604162429038e-19
goblet cell	hpfS11	id2	9	-0.425623440574112	S11:goblet cell_S10:ectoderm	0.981790584116455	bHLH	1.17895071885421	0.258	0.136	1.09225422811422e-23	0.39721853201943	0.258	0.128	5.28652425515393e-19
goblet cell	hpfS11	tfap2c	10	-0.826978649051923	S11:goblet cell_S10:ectoderm	0.981790584116455	AP-2	1.03786077659597	0.668	0.673	1.95744590834079e-57	0.116945689272754	0.668	0.543	0.00986118462933131
goblet cell	hpfS11	tfap2a	4	-1.08974111612532	S11:goblet cell_S10:ectoderm	0.981790584116455	AP-2	0.674870936989984	0.535	0.562	8.81185981488898e-13	0.143178548399154	0.535	0.409	0.000784624807935834
goblet cell	hpfS11	ets2	5	-1.2243938768731	S11:goblet cell_S10:ectoderm	0.981790584116455	ETS	0.409171699523189	0.147	0.314	6.89659823244246e-08	0.2183755377074	0.147	0.093	0.0171846757819917
neuroectoderm	hpfS11	zic3	5	1.65664645460836	S11:neuroectoderm_S10:ectoderm	0.946577740027277	zf-C2H2	0.789031330729307	0.615	0.746	4.9913179843682e-61	1.67035890146688	0.615	0.123	0
neuroectoderm	hpfS11	sox2	13	1.58423431720359	S11:neuroectoderm_S10:ectoderm	0.946577740027277	HMG	0.915613617715666	0.781	0.86	7.6042217958735e-222	1.46330199468789	0.781	0.285	0
neuroectoderm	hpfS11	zic2	3	1.55865733126709	S11:neuroectoderm_S10:ectoderm	0.946577740027277	zf-C2H2	1.07489956348519	0.354	0.42	2.27841245315949e-06	1.25775625278508	0.354	0.074	0
neuroectoderm	hpfS11	sall2	7	1.39844672495374	S11:neuroectoderm_S10:ectoderm	0.946577740027277	zf-C2H2	1.12065062774592	0.171	0.109	4.29540825832777e-19	1.07042966746923	0.171	0.022	5.80190341244064e-190
neuroectoderm	hpfS11	otx2	6	0.895848678625769	S11:neuroectoderm_S10:ectoderm	0.946577740027277	TF_Otx	1.08895766146851	0.227	0.204	3.67842428298675e-08	0.685259824794776	0.227	0.093	2.51328337309161e-86
neuroectoderm	hpfS11	crx	5	0.738608152824856	S11:neuroectoderm_S10:ectoderm	0.946577740027277	TF_Otx	0.685859247592323	0.519	0.645	4.56937266675686e-17	1.01914414012082	0.519	0.216	4.7759876522332e-276
neuroectoderm	hpfS11	hesx1	6	0.710793124892819	S11:neuroectoderm_S10:ectoderm	0.946577740027277	Homeobox	0.96683752469746	0.139	0.107	1.69392599728083e-05	0.671084951495946	0.139	0.048	7.96516242172012e-64
neuroectoderm	hpfS11	nr6a1	4	0.64542541856287	S11:neuroectoderm_S10:ectoderm	0.946577740027277	GCNF-like	1.21558577271762	0.381	0.413	1.13545124087258e-20	0.328757387566073	0.381	0.28	1.20345895269919e-28
neuroectoderm	hpfS11	znf219	4	0.0863762828673641	S11:neuroectoderm_S10:ectoderm	0.946577740027277	zf-C2H2	0.507436432673101	0.159	0.318	1.01195788723133e-24	0.677966972574593	0.159	0.057	3.88493421248008e-71
neuroectoderm	hpfS11	hes4	9	-0.110137369470765	S11:neuroectoderm_S10:ectoderm	0.946577740027277	bHLH	0.641266486128643	0.203	0.33	8.37168623840308e-06	0.35838417446607	0.203	0.141	1.19925791499575e-15
neuroectoderm	hpfS11	sall4	3	-0.193408033215464	S11:neuroectoderm_S10:ectoderm	0.946577740027277	zf-C2H2	0.341961177761845	0.426	0.804	1.58198645322475e-09	0.634396586517258	0.426	0.243	1.03582424028714e-103
neuroectoderm	hpfS11	pbx2	3	-0.296177141823823	S11:neuroectoderm_S10:ectoderm	0.946577740027277	Homeobox	0.556597508074036	0.26	0.474	1.54203089438592e-13	0.30010243028696	0.26	0.191	1.29860324717559e-15
neuroectoderm	hpfS11	csrnp2	1	-0.349617087938843	S11:neuroectoderm_S10:ectoderm	0.946577740027277	CSRNP_N	0.586217763415459	0.112	0.192	2.33846181359624e-08	0.221022929193921	0.112	0.079	7.6453487585061e-05
neuroectoderm	hpfS11	vezf1	1	-0.417264643013782	S11:neuroectoderm_S10:ectoderm	0.946577740027277	zf-C2H2	0.385337392854599	0.366	0.725	2.46609192747253e-19	0.396400782023233	0.366	0.251	2.11382604060123e-38
neuroectoderm	hpfS11	sp5l	3	-0.437563837418424	S11:neuroectoderm_S10:ectoderm	0.946577740027277	zf-C2H2	0.102744084804937	0.341	0.694	6.98767352309362e-58	0.705947421120553	0.341	0.198	1.48522251447695e-72
neuroectoderm	hpfS11	adnp	1	-0.501011779737835	S11:neuroectoderm_S10:ectoderm	0.946577740027277	Homeobox	0.489666170774525	0.199	0.438	7.19086021866165e-42	0.205548721002473	0.199	0.158	0.000202246915458261
neuroectoderm	hpfS11	ubtf	3	-0.54019129945626	S11:neuroectoderm_S10:ectoderm	0.946577740027277	HMG	0.465340541091441	0.282	0.64	1.17145937343209e-48	0.20078023438785	0.282	0.228	2.98486713572982e-07
neuroectoderm	hpfS11	lhx5	5	-0.611063154517127	S11:neuroectoderm_S10:ectoderm	0.946577740027277	Homeobox	0.317235950748535	0.302	0.646	1.13694743391447e-40	0.31246118535738	0.302	0.213	4.50202875879462e-23
neuroectoderm	hpfS11	etv1	6	-0.621722554226733	S11:neuroectoderm_S10:ectoderm	0.946577740027277	ETS	0.248036355760162	0.273	0.663	1.85453876195148e-74	0.383486826331901	0.273	0.185	4.48261537966482e-27
neuroectoderm	hpfS11	tcf3	3	-0.622466277024555	S11:neuroectoderm_S10:ectoderm	0.946577740027277	bHLH	0.348954327610092	0.401	0.749	5.6642528783058e-12	0.26623559880904	0.401	0.327	2.27514606795491e-15
neuroectoderm	hpfS11	znf217	2	-0.684809937055052	S11:neuroectoderm_S10:ectoderm	0.946577740027277	zf-C2H2	0.346636517565669	0.164	0.423	2.4418420240933e-70	0.216593429561539	0.164	0.124	3.55608545387228e-05
neuroectoderm	hpfS11	mybl2	2	-0.82235000221179	S11:neuroectoderm_S10:ectoderm	0.946577740027277	MYB	0.119398091030989	0.273	0.679	5.3850736170916e-88	0.363776279316656	0.273	0.188	4.50809213236368e-24
neuroectoderm	hpfS11	zfp36l2	6	-0.989838870321127	S11:neuroectoderm_S10:ectoderm	0.946577740027277	zf-CCCH	0.0336306605057655	0.182	0.596	3.49799093677417e-158	0.32233248147674	0.182	0.123	1.00552719442375e-14
neuroectoderm	hpfS11	zfp36l2	6	-0.989838870321127	S11:neuroectoderm_S10:ectoderm	0.946577740027277	zf-CCCH	0.0336306605057655	0.182	0.596	3.49799093677417e-158	0.32233248147674	0.182	0.123	1.00552719442375e-14
neuroectoderm	hpfS11	zfp36l2	6	-0.989838870321127	S11:neuroectoderm_S10:ectoderm	0.946577740027277	zf-CCCH	0.0336306605057655	0.182	0.596	3.49799093677417e-158	0.32233248147674	0.182	0.123	1.00552719442375e-14
neuroectoderm	hpfS11	znf281	1	-1.03732844994357	S11:neuroectoderm_S10:ectoderm	0.946577740027277	zf-C2H2	0.111625266061863	0.125	0.412	4.74742833385187e-115	0.192342314952093	0.125	0.091	0.000219663390879017
neuroectoderm	hpfS11	prdm14	3	-1.0400860484313	S11:neuroectoderm_S10:ectoderm	0.946577740027277	zf-C2H2	0.0157922653528996	0.111	0.336	4.23215594924878e-86	0.30077861448726	0.111	0.067	6.39077108357304e-12
surface ectoderm	hpfS11	gata2	14	2.14753688086106	S11:surface ectoderm_S10:ectoderm	0.926931815057088	zf-GATA	2.28780150339123	0.706	0.371	0	1.09501096521205	0.706	0.313	0
surface ectoderm	hpfS11	gata3	3	1.06745167783795	S11:surface ectoderm_S10:ectoderm	0.926931815057088	zf-GATA	1.37945491955003	0.193	0.034	7.26649543017219e-112	0.893214821105721	0.193	0.054	3.43394607863495e-119
surface ectoderm	hpfS11	tfap2c	10	0.605295004935998	S11:surface ectoderm_S10:ectoderm	0.926931815057088	AP-2	1.23736565902196	0.718	0.673	0	0.692870166745783	0.718	0.405	8.13682953999723e-276
surface ectoderm	hpfS11	dlx5	6	0.347659075079864	S11:surface ectoderm_S10:ectoderm	0.926931815057088	Homeobox	1.04612825600828	0.205	0.158	2.95588671112779e-16	0.632977025397593	0.205	0.085	3.73622628593374e-75
surface ectoderm	hpfS11	tfap2a	4	0.286809801951893	S11:surface ectoderm_S10:ectoderm	0.926931815057088	AP-2	0.848888103796999	0.556	0.562	1.54142095456553e-82	0.689136683788218	0.556	0.296	4.1558481102827e-191
surface ectoderm	hpfS11	prdm1	3	-0.574671167695122	S11:surface ectoderm_S10:ectoderm	0.926931815057088	zf-C2H2	0.331708821540472	0.151	0.367	2.50856075489041e-67	0.432335351539796	0.151	0.077	8.46640191720351e-33
surface ectoderm	hpfS11	irx1	1	-0.644140515605561	S11:surface ectoderm_S10:ectoderm	0.926931815057088	Homeobox	0.501148824728864	0.123	0.204	6.47099649865567e-09	0.314011872117613	0.123	0.082	3.51777478925593e-10
surface ectoderm	hpfS11	ets2	5	-0.715400927843065	S11:surface ectoderm_S10:ectoderm	0.926931815057088	ETS	0.370667694939875	0.121	0.314	7.58723748176689e-70	0.333314912699265	0.121	0.075	8.07370858533786e-14
surface ectoderm	hpfS11	hic2	2	-0.739394165465062	S11:surface ectoderm_S10:ectoderm	0.926931815057088	ZBTB	0.494771426165462	0.125	0.231	1.94421434760051e-18	0.262128718237963	0.125	0.087	7.57666472559767e-08
surface ectoderm	hpfS11	tox3	5	-0.880592910947402	S11:surface ectoderm_S10:ectoderm	0.926931815057088	HMG	0.229147439513746	0.117	0.327	1.92924429414192e-86	0.303651015105862	0.117	0.067	1.70353774917169e-16
surface ectoderm	hpfS11	rreb1	4	-0.900552753110561	S11:surface ectoderm_S10:ectoderm	0.926931815057088	zf-C2H2	0.388502476760601	0.101	0.238	2.35799155824902e-43	0.218489444760311	0.101	0.071	4.63370609593885e-05
involuted ventral mesoderm	hpfS12	hand1	2	1.86249374381996	S12:involuted ventral mesoderm_S11:dorsal marginal zone	0.708233300381302	bHLH	1.67621703972688	0.327	0.027	3.63774420168046e-33	2.03039667020486	0.327	0.035	1.95291846252835e-06
involuted ventral mesoderm	hpfS12	cebpd	5	0.152618612250711	S12:involuted ventral mesoderm_S11:dorsal marginal zone	0.708233300381302	TF_bZIP	0.671406745836927	0.365	0.087	5.77110207299187e-21	1.3037494521819	0.365	0.088	2.48567722587989e-05
involuted ventral mesoderm	hpfS12	mespb	3	-0.191991991491802	S12:involuted ventral mesoderm_S11:dorsal marginal zone	0.708233300381302	bHLH	0.632027255150693	0.235	0.035	2.26926494238042e-16	1.00387487266273	0.235	0.035	0.0222441003370425
involuted ventral mesoderm	hpfS12	id2	9	-0.230806170487968	S12:involuted ventral mesoderm_S11:dorsal marginal zone	0.708233300381302	bHLH	0.595322097749145	0.341	0.097	9.78606767060169e-16	1.00044912490526	0.341	0.088	0.0012064390095432
involuted ventral mesoderm	hpfS12	meis3	3	-0.636136917730072	S12:involuted ventral mesoderm_S11:dorsal marginal zone	0.708233300381302	Homeobox	0.261130460612782	0.243	0.079	2.41438103783e-07	0.918481962667777	0.243	0.026	0.00483722210743907
involuted ventral mesoderm	hpfS12	gata2	14	-0.95617727636083	S12:involuted ventral mesoderm_S11:dorsal marginal zone	0.708233300381302	zf-GATA	0.263659597392747	0.801	0.455	3.03012554642588e-09	0.60321358307568	0.801	0.561	9.41024007317755e-05
ionocyte	hpfS12	foxi1	1	2.02184127924033	S12:ionocyte_S11:surface ectoderm	0.980334699139082	Fork_head	2.83433373954913	0.906	0.044	0	3.19847201013063	0.906	0.054	0
ionocyte	hpfS12	ubp1	1	1.18604882301789	S12:ionocyte_S11:surface ectoderm	0.980334699139082	CP2	2.25729960162903	0.6	0.012	0	2.36249718174624	0.6	0.022	0
ionocyte	hpfS12	znf750	4	0.969599923589668	S12:ionocyte_S11:surface ectoderm	0.980334699139082	Others	2.03381914471552	0.604	0.023	0	2.22761041099639	0.604	0.029	7.19368914144465e-282
ionocyte	hpfS12	hmx2	1	0.411264760391041	S12:ionocyte_S11:surface ectoderm	0.980334699139082	Homeobox	1.64696616885216	0.282	0.004	7.80162987501705e-255	1.67067041616985	0.282	0.017	2.31973051866389e-108
ionocyte	hpfS12	dmrt2	2	0.126406868669888	S12:ionocyte_S11:surface ectoderm	0.980334699139082	DM	1.4323413430951	0.224	0.006	1.10326119757676e-157	1.40554327442665	0.224	0.014	3.62130878812971e-83
ionocyte	hpfS12	hmx3	1	0.107648366126071	S12:ionocyte_S11:surface ectoderm	0.980334699139082	Homeobox	1.36995823996536	0.224	0.007	6.76458052230215e-152	1.44126399300929	0.224	0.011	6.00431745861697e-95
ionocyte	hpfS12	grhl1	3	-0.528701621486561	S12:ionocyte_S11:surface ectoderm	0.980334699139082	CP2	0.928266943308523	0.384	0.075	7.12723741054435e-56	0.807368546996205	0.384	0.228	2.29352931849104e-07
ionocyte	hpfS12	grhl3	4	-0.61472906143475	S12:ionocyte_S11:surface ectoderm	0.980334699139082	CP2	0.468665350622461	0.494	0.229	1.82576654966201e-12	1.16242490047724	0.494	0.216	5.74242235864228e-27
ionocyte	hpfS12	znf534	2	-0.661899080699499	S12:ionocyte_S11:surface ectoderm	0.980334699139082	zf-C2H2	0.739394450044184	0.157	0.02	1.04772594183372e-36	0.780957361097859	0.157	0.041	5.43132221435015e-13
ionocyte	hpfS12	gata3	3	-0.891775437480451	S12:ionocyte_S11:surface ectoderm	0.980334699139082	zf-GATA	0.665848308695203	0.525	0.193	3.01574043237425e-27	0.457167438619777	0.525	0.369	0.000356286375056726
ionocyte	hpfS12	gata2	14	-0.960066809929139	S12:ionocyte_S11:surface ectoderm	0.980334699139082	zf-GATA	0.487043959463191	0.976	0.706	7.28590991263374e-28	0.533969940969572	0.976	0.802	3.52094112058327e-31
ionocyte	hpfS12	tfap2c	10	-1.16563801000449	S12:ionocyte_S11:surface ectoderm	0.980334699139082	AP-2	0.364893383048678	0.894	0.718	3.03642449930098e-06	0.306556526759284	0.894	0.873	0.00155634559457573
notochord	hpfS12	foxa1	5	0.833114657721299	S12:notochord_S11:marginal zone	0.953956834532374	Fork_head	1.6154229758332	0.356	0.042	1.81944147764614e-43	1.61878060733504	0.356	0.041	2.46339713257139e-60
notochord	hpfS12	lhx1	6	0.796605047837845	S12:notochord_S11:marginal zone	0.953956834532374	Homeobox	1.32458019376237	0.644	0.164	1.34222715328299e-44	1.99139850302196	0.644	0.107	5.30240478627805e-95
notochord	hpfS12	t2	2	0.573881197860876	S12:notochord_S11:marginal zone	0.953956834532374	T-box	1.32917616321674	0.616	0.18	2.0471857022569e-36	1.73317634475793	0.616	0.173	2.58336009350732e-53
notochord	hpfS12	foxa4	4	0.562679994452786	S12:notochord_S11:marginal zone	0.953956834532374	Fork_head	0.914734010353204	0.508	0.222	3.13661972553844e-14	2.31027729109088	0.508	0.047	1.47558211239008e-112
notochord	hpfS12	twist1	4	0.357166316447813	S12:notochord_S11:marginal zone	0.953956834532374	bHLH	1.2250001737876	0.379	0.059	4.02658213625477e-35	1.63652885103833	0.379	0.065	6.02887178399173e-47
notochord	hpfS12	not	3	0.316589502429231	S12:notochord_S11:marginal zone	0.953956834532374	Homeobox	1.15647886469127	0.328	0.067	2.73341689422673e-23	1.68818334539949	0.328	0.018	8.2381544941688e-90
notochord	hpfS12	xbp1	4	-0.84158103458074	S12:notochord_S11:marginal zone	0.953956834532374	TF_bZIP	0.570911660591195	0.316	0.137	4.32613201640262e-05	1.21270199974662	0.316	0.096	7.70979286758381e-18
